med,indication
beractant,atelectasis
sodium tetradecyl sulfate,newborn respiratory distress syndrome
sodium tetradecyl sulfate,atelectasis
poractant alfa,newborn respiratory distress syndrome
poractant alfa,atelectasis
levonordefrin,oral ulcer
levonordefrin,pain
naphazoline,hyperemia
naphazoline,sinusitis
naphazoline,rhinitis
teriparatide,osteoporosis
tasimelteon,not_found
docetaxel,breast cancer
docetaxel,ovarian neoplasm
docetaxel,lung neoplasms
docetaxel,melanoma
docetaxel,skin cancer
docetaxel,stomach cancer
docetaxel,prostatic neoplasms
docetaxel,pancreatic neoplasm
docetaxel,head and neck cancer
telotristat,not_found
testosterone,breast cancer
testosterone,delayed puberty
testosterone,hypogonadism
testosterone,malignancy
methyltestosterone,breast cancer
methyltestosterone,delayed puberty
methyltestosterone,osteoporosis
methyltestosterone,malignancy
methyltestosterone,hypogonadism
methyltestosterone,erectile dysfunction
tetrabenazine,hyperactive behavior
tetrabenazine,huntington disease
doxycycline,chronic obstructive pulmonary disease
doxycycline,trachoma
doxycycline,pneumonia
doxycycline,anthrax
doxycycline,pleural effusion
doxycycline,granuloma inguinale
doxycycline,malaria
doxycycline,malaria
doxycycline,psittacosis
doxycycline,plague
doxycycline,syphilis
doxycycline,rocky mountain spotted fever
doxycycline,relapsing fever
doxycycline,mycoplasma infections
doxycycline,campylobacter infection
doxycycline,cholera
minocycline,trachoma
minocycline,chancroids
minocycline,anthrax
minocycline,acne
minocycline,borrelia infections
minocycline,cholera
minocycline,systemic scleroderma
minocycline,psittacosis
minocycline,plague
minocycline,tularemia
minocycline,rocky mountain spotted fever
minocycline,meningococcal infections
minocycline,mycoplasma infections
minocycline,escherichia coli
demeclocycline,siadh
demeclocycline,trachoma
demeclocycline,lymphogranuloma venereum
demeclocycline,mycoplasma pneumonia
demeclocycline,actinomycosis
demeclocycline,clostridium
demeclocycline,acne
demeclocycline,gonorrhea
demeclocycline,psittacosis
demeclocycline,plague
demeclocycline,rocky mountain spotted fever
demeclocycline,urinary tract infection
demeclocycline,bacterial infection
demeclocycline,typhoid fever
demeclocycline,campylobacter infection
demeclocycline,pertussis
demeclocycline,cholera
tetracycline,chancroids
tetracycline,acne
tetracycline,borrelia infections
tetracycline,granuloma inguinale
tetracycline,bronchitis
tetracycline,gonorrhea
tetracycline,psittacosis
tetracycline,staphylococcus
tetracycline,streptococcus
tetracycline,rickettsia infections
tetracycline,syphilis
tetracycline,helicobacter pylori
tetracycline,bartonella infections
tetracycline,mycoplasma infections
tetracycline,campylobacter infection
tetracycline,cholera
tetracycline,chlamydia
tigecycline,bacterial infection
lenalidomide,hematologic cancer
thalidomide,lepromatous leprosy
thalidomide,renal cell carcinoma
thalidomide,histiocytosis langerhans-cell
thalidomide,rheumatoid arthritis
thalidomide,systemic lupus erythematosus
thalidomide,behcet syndrome
thalidomide,lepromatous leprosy
thalidomide,erythema multiforme
thalidomide,erythema nodosum
thalidomide,aphthous stomatitis
thalidomide,crohns disease
thalidomide,waldenstrom macroglobulinemia
thalidomide,hematologic cancer
thalidomide,multiple myeloma
thalidomide,graft-vs-host disease
thiamine (vit b1),vitamin b1 deficiency
bendroflumethiazide,edema
bendroflumethiazide,congestive heart failure
bendroflumethiazide,nephrotic hypertension
bendroflumethiazide,liver cirrhosis
bendroflumethiazide,hypertension
chlorothiazide,edema
chlorothiazide,congestive heart failure
chlorothiazide,nephrotic hypertension
chlorothiazide,liver cirrhosis
chlorothiazide,hypertension
chlortalidone,edema
chlortalidone,congestive heart failure
chlortalidone,nephrotic hypertension
chlortalidone,liver cirrhosis
chlortalidone,hypertension
chlorthalidone,edema
chlorthalidone,congestive heart failure
chlorthalidone,nephrotic hypertension
chlorthalidone,liver cirrhosis
chlorthalidone,hypertension
indapamide,edema
indapamide,congestive heart failure
indapamide,nephrotic hypertension
indapamide,liver cirrhosis
indapamide,hypertension
methyclothiazide,edema
methyclothiazide,congestive heart failure
methyclothiazide,nephrotic hypertension
methyclothiazide,liver cirrhosis
methyclothiazide,hypertension
metolazone,edema
metolazone,congestive heart failure
metolazone,nephrotic hypertension
metolazone,liver cirrhosis
metolazone,hypertension
hydrochlorothiazide,edema
hydrochlorothiazide,congestive heart failure
hydrochlorothiazide,nephrotic hypertension
hydrochlorothiazide,liver cirrhosis
hydrochlorothiazide,hypertension
pioglitazone,diabetes mellitus
rosiglitazone,diabetes mellitus
bivalirudin,unstable angina
bivalirudin,acute coronary syndrome
bivalirudin,Percutaneous coronary intervention
bivalirudin,acute myocardial infarction
dabigatran etexilate,unstable angina
dabigatran etexilate,acute coronary syndrome
dabigatran etexilate,Percutaneous coronary intervention
dabigatran etexilate,acute myocardial infarction
alteplase,unstable angina
alteplase,acute coronary syndrome
alteplase,Percutaneous coronary intervention
alteplase,acute myocardial infarction
reteplase,unstable angina
reteplase,acute coronary syndrome
reteplase,Percutaneous coronary intervention
reteplase,acute myocardial infarction
romiplostim,idiopathic thrombocytopenic purpura
levothyroxine,hypothyroidism
levothyroxine sodium,hypothyroidism
thyrotropin alfa,hypothyroidism
liothyronine,hypothyroidism
liothyronine sodium,hypothyroidism
tiopronin,cystinuria
etanercept,arthritis psoriatic
etanercept,ankylosing spondylitis
etanercept,rheumatoid arthritis
etanercept,juvenile arthritis
etoposide,testicular neoplasms
etoposide,neuroblastoma
etoposide,sarcoma
etoposide,leukemias
etoposide,mycosis fungoides
etoposide,not_found
etoposide,ewings sarcoma
etoposide,uterine cancer
etoposide,prostatic neoplasms
etoposide,urinary bladder cancer
etoposide,histiocytosis
etoposide,trophoblastic neoplasms
etoposide,malignancy
etoposide,testicular neoplasms
etoposide,brain neoplasms
etoposide,lung neoplasms
etoposide,not_found
etoposide,kaposi sarcoma
etoposide,rhabdomyosarcoma
etoposide,lung neoplasms
etoposide,germ cell cancer
etoposide,peripheral nervous system neoplasm
etoposide,uterine neoplasms
etoposide,hematologic cancer
etoposide,prostatic neoplasms
tenecteplase,myocardial infarction
tenecteplase,coronary artery disease
clomipramine,depression
clomipramine,pain
clomipramine,obsessive compulsive disorder
clomipramine,panic disorder
clomipramine,panic disorder
protriptyline,depression
trimipramine,depression
desipramine,depression
desipramine,attention deficit hyperactive disorder
desipramine,pain
desipramine,attention deficit hyperactivity disorder
amitriptyline,rheumatoid arthritis
amitriptyline,systemic lupus erythematosus
amitriptyline,multiple sclerosis
amitriptyline,depression
amitriptyline,depression
amitriptyline,pain
amitriptyline,migraine
amoxapine,depression
imipramine,attention deficit hyperactivity disorder
imipramine,enuresis
imipramine,depression
imipramine,depression
imipramine,pain
imipramine,attention deficit hyperactive disorder
imipramine,panic disorder
imipramine,panic disorder
nortriptyline,attention deficit hyperactivity disorder
nortriptyline,multiple sclerosis
nortriptyline,enuresis
nortriptyline,depression
nortriptyline,depression
nortriptyline,pain
nortriptyline,attention deficit hyperactive disorder
nortriptyline,panic disorder
nortriptyline,anxiety
trientine,hepatolenticular degeneration
trientine,heavy metal poisoning
almotriptan,migraine
eletriptan,migraine
frovatriptan,migraine
naratriptan,migraine
rizatriptan,migraine
rizatriptan,multiple sclerosis
sumatriptan,migraine
sumatriptan,headache
sumatriptan,migraine
zolmitriptan,migraine
paracetamol,fever
paracetamol,headache
ibrutinib,waldenstrom macroglobulinemia
ibrutinib,leukemias
ibrutinib,lymphoma
osimertinib,not_found
tofacitinib,not_found
afatinib,non small cell lung cancer
afatinib,squamous cell carcinoma
alectinib,not_found
axitinib,not_found
"bosuti, bacterial infectionsnib",not_found
brigatinib,not_found
cabozantinib,not_found
ceritinib,not_found
cobimetinib,melanoma
crizotinib,lung neoplasms
dabrafenib,not_found
dasatinib,hematologic cancer
erlotinib,lung neoplasms
erlotinib,pancreatic neoplasm
erlotinib,kidney neoplasm
gefitinib,lung neoplasms
imatinib,hematologic cancer
lapatinib,breast cancer
lenvatinib,not_found
neratinib,not_found
nilotinib,hematologic cancer
nintedanib,not_found
pazopanib,kidney neoplasm
ponatinib,not_found
regorafenib,not_found
ruxolitinib,hematologic cancer
sonidegib,not_found
sorafenib,liver neoplasms
sorafenib,thyroid neoplasms
sorafenib,kidney neoplasm
sunitinib,pancreatic neoplasm
sunitinib,kidney neoplasm
trametinib,not_found
acetohydroxamic acid,not_found
lesinurad,not_found
probenecid,gonorrhea
probenecid,neurosyphilis
probenecid,gout
probenecid,gout
uridine,drug overdose
uridine triacetate,not_found
bethanechol,neurogenic bladder
bethanechol,urinary retention
bethanechol,urinary incontinence
fesoterodine,neurogenic bladder
fesoterodine,urinary retention
fesoterodine,urinary incontinence
mirabegron,neurogenic bladder
mirabegron,urinary retention
mirabegron,urinary incontinence
oxybutynin,neurogenic bladder
oxybutynin,urinary retention
oxybutynin,urinary incontinence
tolterodine,neurogenic bladder
tolterodine,urinary retention
tolterodine,urinary incontinence
trospium,neurogenic bladder
trospium,urinary retention
trospium,urinary incontinence
valbenazine,not_found
valproate,bipolar disorder
valproate,epilepsy complex partial
valproate,alzheimers disease
valproate,absence epilepsy
valproate,migraine
valproic acid,bipolar disorder
valproic acid,epilepsy complex partial
valproic acid,alzheimers disease
valproic acid,absence epilepsy
valproic acid,migraine
diazoxide,hypoglycemia
diazoxide,hypertension
diazoxide,malignancy
hydralazine,pulmonary hypertension
hydralazine,congestive heart failure
hydralazine,hypertension
hydralazine,malignancy
minoxidil,alopecia
minoxidil,epilepsy syndrome
minoxidil,hypertension
minoxidil,malignancy
vasopressin,not_found
vasopressin (usp),not_found
midodrine,orthostatic hypotension
droxidopa,orthostatic hypotension
verteporfin,choroidal neovascularization
cyanocobalamin,vitamin b12 deficiency
paricalcitol,chronic kidney failure
doxercalciferol,hyperparathyroidism
citric acid,not_found
hydroxocobalamin,anemia pernicious
hydroxocobalamin,vitamin b 12 deficiency
hydroxocobalamin,multiple sclerosis
hydroxocobalamin,diabetic neuropathy
hydroxocobalamin,alcoholic neuropathy
vitamin b 12,not_found
ascorbic acid,not_found
calcifediol,vitamin d deficiency
calcifediol,hypocalcemia
calcifediol,osteoporosis
calcifediol,hypoparathyroidism
calcifediol,hypophosphatemic rickets
calcitriol,hypocalcemia
calcitriol,vitamin d deficiency
calcitriol,chronic kidney failure
calcitriol,osteoporosis
calcitriol,rickets
calcitriol,hyperparathyroidism
calcitriol,vitamin e deficiency
calcitriol,psoriasis
calcitriol,psoriasis
niacinamide,coronary artery disease
niacinamide,peripheral vascular diseases
niacinamide,hypercholesterolemia
niacinamide,pellagra
niacinamide,hypertriglyceridemia
nicotinic acid,not_found
retinol,not_found
niacin,atherosclerosis
niacin,coronary artery disease
niacin,peripheral vascular diseases
niacin,pancreatitis
niacin,hypercholesterolemia
niacin,pellagra
niacin,coronary artery disease
niacin,hypertriglyceridemia
pyridoxine,anemia
riboflavin,riboflavin deficiency
riboflavin 5-phosphate,riboflavin deficiency
vitamin a,not_found
vitamin e,not_found
vitamin k,not_found
cholecalciferol,chronic kidney failure
cholecalciferol,chronic kidney failure
cholecalciferol,osteoporosis
cholecalciferol,osteoporosis
cholecalciferol,malignancy
cholecalciferol,lung neoplasms
cholecalciferol,cardiovascular diseases
cholecalciferol,hypophosphatemic rickets
cholecalciferol,hypoparathyroidism
cholecalciferol,crohns disease
cholecalciferol,psoriasis
cholecalciferol,ulcerative colitis
cholecalciferol,psoriasis
ergocalciferol,rheumatoid arthritis
ergocalciferol,osteoporosis
ergocalciferol,osteoporosis
ergocalciferol,rickets
ergocalciferol,hypophosphatemia
ergocalciferol,metabolic syndrome x
ergocalciferol,hypoparathyroidism
thiamine,wernicke encephalopathy
thiamine,beriberi
thiamine,pellagra
thiamine,alcoholic neuropathy
povidone,dermatomycoses
povidone,leg ulcer
povidone,cellulitis
povidone,skin diseases viral
povidone,radiation injury
povidone,bacterial vaginosis
povidone,staphylococcus
povidone,skin diseases parasitic
warfarin,cerebrovascular accident
warfarin,atrial fibrillation
warfarin,atrial fibrillation
warfarin,thrombophlebitis
warfarin,coronary artery disease
warfarin,thromboembolism
warfarin,myocardial infarction
warfarin,venous thrombosis
warfarin,transient ischemic attack
warfarin,pulmonary embolism
allopurinol,gout
allopurinol,hematologic cancer
allopurinol,calculi
allopurinol,gout
allopurinol,tumor lysis syndrome
febuxostat,gout
ziconotide,chronic pain
zileuton,asthma
zinc acetate,not_found
zinc chloride,not_found
acrivastine,not_found
adenosine,paroxysmal supraventricular tachycardia
adenosine,supraventricular tachycardia
adenosine,wolf parkinson white syndrome
adenosine,tachycardia atrioventricular nodal reentry
aluminum hydroxide,not_found
amfepramone,not_found
amifostine,chronic kidney failure
amifostine,acute kidney injury
amifostine,not_found
ammonium chloride,not_found
barium sulfate,not_found
calfactant,not_found
chlorphenamine,not_found
chlorzoxazone,muscle rigidity
chlorzoxazone,spasm
chlorzoxazone,pain
chlorzoxazone,myositis
chlorzoxazone,muscle cramp
flavoxate,nocturia
flavoxate,urinary incontinence
flavoxate,dysuria
fulvestrant,breast cancer
isocarboxazid,depression
isocarboxazid,panic disorder
obeticholic acid,primary biliary cholangitis
sincalide,not_found
terbutaline,asthma
terbutaline,asthma
vandetanib,thyroid neoplasms
vandetanib,thyroid neoplasms
vorapaxar,myocardial infarction
